NUMERO FACTURA CLIENTE;CONCEPTO;CLIENTE;PROVINCIA;SECTOR;IMPORTE CLIENTE;FECHA FACTURA CLIENTE;PAGADA CLIENTE;PROVEEDOR;ZONA;TIPO;IMPORTE PROVEEDOR
529;EQUIPOS;CLIENTE-0006;BARCELONA;BANCA; 950,00 € ;19/05/2021;SI;PROV-005;ZONA 2;INTERNO; 380,00 € 
530;PROGRAMA;CLIENTE-0007;BARCELONA;BANCA; 680,00 € ;14/03/2020;SI;PROV-003;ZONA 2;INTERNO; 272,00 € 
531;FORMACION;CLIENTE-0008;ALICANTE;METAL; 950,00 € ;27/05/2019;SI;PROV-005;ZONA 2;INTERNO; 427,50 € 
532;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUCCION; 1.500,00 € ;23/10/2020;SI;PROV-003;ZONA 2;INTERNO; 675,00 € 
533;DESARROLLO;CLIENTE-0010;MADRID;BANCA; 5.000,00 € ;01/05/2020;NO;PROV-005;ZONA 2;INTERNO; 2.250,00 € 
534;PROYECTO;CLIENTE-0001;MADRID;METAL; 6.500,00 € ;16/06/2019;NO;PROV-005;ZONA 2;INTERNO; 2.925,00 € 
535;EQUIPOS;CLIENTE-0010;MADRID;BANCA; 8.500,00 € ;14/09/2019;NO;PROV-003;ZONA 2;INTERNO; 3.825,00 € 
536;PROGRAMA;CLIENTE-0001;MADRID;METAL; 1.200,00 € ;26/01/2020;NO;PROV-001;ZONA 1;EXTERNO; 540,00 € 
537;FORMACION;CLIENTE-0002;ALICANTE;CONSTRUCCION; 300,00 € ;17/09/2019;NO;PROV-002;ZONA 1;EXTERNO; 135,00 € 
538;CONSULTORIA;CLIENTE-0003;MADRID;CONSTRUCCION; 200,00 € ;14/08/2019;NO;PROV-001;ZONA 1;EXTERNO; 90,00 € 
539;DESARROLLO;CLIENTE-0004;MADRID;CONSTRUCCION; 150,00 € ;14/11/2020;NO;PROV-004;ZONA 1;EXTERNO; 67,50 € 
540;PROYECTO;CLIENTE-0005;BARCELONA;METAL; 120,00 € ;22/04/2019;SI;PROV-004;ZONA 1;EXTERNO; 54,00 € 
541;EQUIPOS;CLIENTE-0006;BARCELONA;BANCA; 300,00 € ;23/01/2020;SI;PROV-004;ZONA 1;EXTERNO; 135,00 € 
542;PROGRAMA;CLIENTE-0007;BARCELONA;BANCA; 350,00 € ;23/06/2020;SI;PROV-004;ZONA 1;EXTERNO; 157,50 € 
543;FORMACION;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;16/09/2020;SI;PROV-004;ZONA 1;EXTERNO; 135,00 € 
544;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUCCION; 120,00 € ;12/11/2020;SI;PROV-005;ZONA 2;INTERNO; 54,00 € 
545;DESARROLLO;CLIENTE-0010;MADRID;BANCA; 150,00 € ;20/11/2020;SI;PROV-003;ZONA 2;INTERNO; 67,50 € 
546;PROYECTO;CLIENTE-0004;MADRID;CONSTRUCCION; 8.500,00 € ;17/12/2020;SI;PROV-005;ZONA 2;INTERNO; 3.825,00 € 
547;EQUIPOS;CLIENTE-0005;BARCELONA;METAL; 1.200,00 € ;17/05/2021;NO;PROV-005;ZONA 2;INTERNO; 540,00 € 
548;PROGRAMA;CLIENTE-0005;BARCELONA;METAL; 300,00 € ;30/12/2019;NO;PROV-003;ZONA 2;INTERNO; 135,00 € 
549;FORMACION;CLIENTE-0006;BARCELONA;BANCA; 200,00 € ;04/12/2021;NO;PROV-005;ZONA 2;INTERNO; 90,00 € 
550;CONSULTORIA;CLIENTE-0007;BARCELONA;BANCA; 150,00 € ;13/12/2020;NO;PROV-003;ZONA 2;INTERNO; 67,50 € 
551;DESARROLLO;CLIENTE-0008;ALICANTE;METAL; 120,00 € ;25/12/2021;NO;PROV-005;ZONA 2;INTERNO; 54,00 € 
552;PROYECTO;CLIENTE-0009;ALICANTE;CONSTRUCCION; 300,00 € ;11/10/2019;NO;PROV-005;ZONA 2;INTERNO; 135,00 € 
553;EQUIPOS;CLIENTE-0010;MADRID;BANCA; 350,00 € ;13/12/2019;SI;PROV-003;ZONA 2;INTERNO; 157,50 € 
554;PROGRAMA;CLIENTE-0001;MADRID;METAL; 300,00 € ;08/05/2020;SI;PROV-001;ZONA 1;EXTERNO; 135,00 € 
555;FORMACION;CLIENTE-0010;MADRID;BANCA; 120,00 € ;18/04/2021;SI;PROV-002;ZONA 1;EXTERNO; 54,00 € 
556;CONSULTORIA;CLIENTE-0001;MADRID;METAL; 150,00 € ;12/09/2019;SI;PROV-001;ZONA 1;EXTERNO; 67,50 € 
557;DESARROLLO;CLIENTE-0002;ALICANTE;CONSTRUCCION; 1.200,00 € ;05/11/2019;SI;PROV-005;ZONA 2;INTERNO; 540,00 € 
558;PROYECTO;CLIENTE-0003;MADRID;CONSTRUCCION; 800,00 € ;24/01/2020;SI;PROV-003;ZONA 2;INTERNO; 240,00 € 
559;EQUIPOS;CLIENTE-0004;MADRID;CONSTRUCCION; 750,00 € ;26/07/2021;SI;PROV-005;ZONA 2;INTERNO; 225,00 € 
560;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 4.500,00 € ;19/08/2020;SI;PROV-005;ZONA 2;INTERNO; 1.350,00 € 
561;DESARROLLO;CLIENTE-0006;BARCELONA;BANCA; 500,00 € ;25/06/2019;SI;PROV-003;ZONA 2;INTERNO; 150,00 € 
562;PROYECTO;CLIENTE-0007;BARCELONA;BANCA; 750,00 € ;24/08/2019;SI;PROV-005;ZONA 2;INTERNO; 225,00 € 
563;EQUIPOS;CLIENTE-0008;ALICANTE;METAL; 950,00 € ;23/03/2021;SI;PROV-003;ZONA 2;INTERNO; 285,00 € 
564;PROGRAMA;CLIENTE-0009;ALICANTE;CONSTRUCCION; 680,00 € ;02/10/2021;SI;PROV-005;ZONA 2;INTERNO; 204,00 € 
565;FORMACION;CLIENTE-0010;MADRID;BANCA; 950,00 € ;09/09/2021;SI;PROV-005;ZONA 2;INTERNO; 285,00 € 
566;CONSULTORIA;CLIENTE-0004;MADRID;CONSTRUCCION; 1.500,00 € ;30/06/2019;SI;PROV-003;ZONA 2;INTERNO; 450,00 € 
567;DESARROLLO;CLIENTE-0005;BARCELONA;METAL; 5.000,00 € ;29/10/2019;SI;PROV-001;ZONA 1;EXTERNO; 1.500,00 € 
568;PROYECTO;CLIENTE-0005;BARCELONA;METAL; 6.500,00 € ;19/07/2020;SI;PROV-002;ZONA 1;EXTERNO; 1.950,00 € 
569;EQUIPOS;CLIENTE-0006;BARCELONA;BANCA; 1.200,00 € ;08/08/2021;SI;PROV-001;ZONA 1;EXTERNO; 360,00 € 
570;PROGRAMA;CLIENTE-0007;BARCELONA;BANCA; 800,00 € ;19/01/2020;SI;PROV-004;ZONA 1;EXTERNO; 240,00 € 
571;FORMACION;CLIENTE-0008;ALICANTE;METAL; 750,00 € ;23/03/2019;SI;PROV-004;ZONA 1;EXTERNO; 225,00 € 
572;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUCCION; 4.500,00 € ;14/07/2021;SI;PROV-004;ZONA 1;EXTERNO; 1.350,00 € 
573;DESARROLLO;CLIENTE-0010;MADRID;BANCA; 500,00 € ;15/09/2020;SI;PROV-004;ZONA 1;EXTERNO; 150,00 € 
574;PROYECTO;CLIENTE-0001;MADRID;METAL; 750,00 € ;25/02/2019;NO;PROV-004;ZONA 1;EXTERNO; 225,00 € 
575;EQUIPOS;CLIENTE-0010;MADRID;BANCA; 950,00 € ;18/11/2020;NO;PROV-005;ZONA 2;INTERNO; 285,00 € 
576;PROGRAMA;CLIENTE-0001;MADRID;METAL; 680,00 € ;07/08/2020;NO;PROV-003;ZONA 2;INTERNO; 204,00 € 
577;FORMACION;CLIENTE-0002;ALICANTE;CONSTRUCCION; 950,00 € ;29/11/2020;NO;PROV-005;ZONA 2;INTERNO; 285,00 € 
578;CONSULTORIA;CLIENTE-0003;MADRID;CONSTRUCCION; 1.500,00 € ;23/08/2019;NO;PROV-005;ZONA 2;INTERNO; 450,00 € 
579;DESARROLLO;CLIENTE-0004;MADRID;CONSTRUCCION; 5.000,00 € ;27/02/2021;NO;PROV-003;ZONA 2;INTERNO; 1.500,00 € 
580;DESARROLLO;CLIENTE-0005;BARCELONA;METAL; 6.500,00 € ;21/04/2020;NO;PROV-005;ZONA 2;INTERNO; 1.950,00 € 
581;PROYECTO;CLIENTE-0006;BARCELONA;BANCA; 8.500,00 € ;31/07/2020;SI;PROV-003;ZONA 2;INTERNO; 2.550,00 € 
582;EQUIPOS;CLIENTE-0007;BARCELONA;BANCA; 1.200,00 € ;10/07/2021;SI;PROV-005;ZONA 2;INTERNO; 360,00 € 
583;PROGRAMA;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;24/06/2021;SI;PROV-005;ZONA 2;INTERNO; 90,00 € 
584;FORMACION;CLIENTE-0009;ALICANTE;CONSTRUCCION; 200,00 € ;25/09/2020;SI;PROV-003;ZONA 2;INTERNO; 60,00 € 
585;CONSULTORIA;CLIENTE-0010;MADRID;BANCA; 150,00 € ;27/03/2020;SI;PROV-001;ZONA 1;EXTERNO; 45,00 € 
586;DESARROLLO;CLIENTE-0004;MADRID;CONSTRUCCION; 120,00 € ;19/01/2021;SI;PROV-002;ZONA 1;EXTERNO; 36,00 € 
587;PROYECTO;CLIENTE-0005;BARCELONA;METAL; 300,00 € ;03/03/2020;SI;PROV-001;ZONA 1;EXTERNO; 90,00 € 
588;EQUIPOS;CLIENTE-0005;BARCELONA;METAL; 350,00 € ;26/07/2020;SI;PROV-005;ZONA 2;INTERNO; 105,00 € 
589;PROGRAMA;CLIENTE-0006;BARCELONA;BANCA; 300,00 € ;03/09/2021;SI;PROV-003;ZONA 2;INTERNO; 90,00 € 
590;FORMACION;CLIENTE-0007;BARCELONA;BANCA; 120,00 € ;03/05/2019;SI;PROV-005;ZONA 2;INTERNO; 36,00 € 
591;CONSULTORIA;CLIENTE-0008;ALICANTE;METAL; 150,00 € ;11/02/2020;SI;PROV-005;ZONA 2;INTERNO; 45,00 € 
592;DESARROLLO;CLIENTE-0009;ALICANTE;CONSTRUCCION; 1.200,00 € ;12/04/2019;SI;PROV-003;ZONA 2;INTERNO; 360,00 € 
593;PROYECTO;CLIENTE-0010;MADRID;BANCA; 800,00 € ;02/04/2020;SI;PROV-005;ZONA 2;INTERNO; 240,00 € 
594;EQUIPOS;CLIENTE-0001;MADRID;METAL; 750,00 € ;02/11/2021;SI;PROV-003;ZONA 2;INTERNO; 225,00 € 
595;CONSULTORIA;CLIENTE-0010;MADRID;BANCA; 4.500,00 € ;19/12/2020;SI;PROV-005;ZONA 2;INTERNO; 1.350,00 € 
596;DESARROLLO;CLIENTE-0001;MADRID;METAL; 500,00 € ;23/01/2020;SI;PROV-005;ZONA 2;INTERNO; 150,00 € 
597;PROYECTO;CLIENTE-0002;ALICANTE;CONSTRUCCION; 750,00 € ;26/09/2019;SI;PROV-003;ZONA 2;INTERNO; 225,00 € 
598;EQUIPOS;CLIENTE-0003;MADRID;CONSTRUCCION; 950,00 € ;31/05/2021;SI;PROV-001;ZONA 1;EXTERNO; 285,00 € 
599;PROGRAMA;CLIENTE-0004;MADRID;CONSTRUCCION; 680,00 € ;29/12/2021;SI;PROV-002;ZONA 1;EXTERNO; 204,00 € 
600;FORMACION;CLIENTE-0005;BARCELONA;METAL; 950,00 € ;03/03/2021;SI;PROV-001;ZONA 1;EXTERNO; 285,00 € 
601;CONSULTORIA;CLIENTE-0006;BARCELONA;BANCA; 1.500,00 € ;07/06/2021;SI;PROV-004;ZONA 1;EXTERNO; 450,00 € 
602;DESARROLLO;CLIENTE-0007;BARCELONA;BANCA; 5.000,00 € ;18/03/2019;SI;PROV-004;ZONA 1;EXTERNO; 1.500,00 € 
603;PROYECTO;CLIENTE-0008;ALICANTE;METAL; 6.500,00 € ;08/02/2019;NO;PROV-004;ZONA 1;EXTERNO; 1.625,00 € 
604;EQUIPOS;CLIENTE-0009;ALICANTE;CONSTRUCCION; 8.500,00 € ;10/01/2021;NO;PROV-005;ZONA 2;INTERNO; 2.125,00 € 
605;PROGRAMA;CLIENTE-0010;MADRID;BANCA; 1.200,00 € ;16/05/2021;NO;PROV-005;ZONA 2;INTERNO; 300,00 € 
606;PROYECTO;CLIENTE-0004;MADRID;CONSTRUCCION; 300,00 € ;07/05/2019;NO;PROV-003;ZONA 2;INTERNO; 75,00 € 
607;EQUIPOS;CLIENTE-0005;BARCELONA;METAL; 200,00 € ;03/04/2020;NO;PROV-005;ZONA 2;INTERNO; 50,00 € 
608;PROGRAMA;CLIENTE-0006;BARCELONA;BANCA; 150,00 € ;01/02/2019;NO;PROV-005;ZONA 2;INTERNO; 37,50 € 
609;FORMACION;CLIENTE-0007;BARCELONA;BANCA; 120,00 € ;13/02/2020;NO;PROV-003;ZONA 2;INTERNO; 30,00 € 
610;CONSULTORIA;CLIENTE-0003;MADRID;CONSTRUCCION; 300,00 € ;11/02/2020;SI;PROV-005;ZONA 2;INTERNO; 75,00 € 
611;DESARROLLO;CLIENTE-0004;MADRID;CONSTRUCCION; 350,00 € ;04/10/2019;SI;PROV-003;ZONA 2;INTERNO; 87,50 € 
612;PROYECTO;CLIENTE-0005;BARCELONA;METAL; 300,00 € ;19/12/2020;SI;PROV-005;ZONA 2;INTERNO; 75,00 € 
613;EQUIPOS;CLIENTE-0005;BARCELONA;METAL; 120,00 € ;16/04/2021;SI;PROV-005;ZONA 2;INTERNO; 30,00 € 
614;CONSULTORIA;CLIENTE-0006;BARCELONA;BANCA; 150,00 € ;15/01/2020;SI;PROV-003;ZONA 2;INTERNO; 37,50 € 
615;DESARROLLO;CLIENTE-0007;BARCELONA;BANCA; 8.500,00 € ;24/07/2020;SI;PROV-001;ZONA 1;EXTERNO; 2.125,00 € 
616;PROYECTO;CLIENTE-0008;ALICANTE;METAL; 1.200,00 € ;21/12/2019;SI;PROV-002;ZONA 1;EXTERNO; 300,00 € 
617;EQUIPOS;CLIENTE-0009;ALICANTE;CONSTRUCCION; 300,00 € ;30/06/2020;NO;PROV-001;ZONA 1;EXTERNO; 75,00 € 
618;PROGRAMA;CLIENTE-0010;MADRID;BANCA; 200,00 € ;16/04/2021;NO;PROV-004;ZONA 1;EXTERNO; 50,00 € 
619;FORMACION;CLIENTE-0001;MADRID;METAL; 150,00 € ;26/06/2020;NO;PROV-004;ZONA 1;EXTERNO; 37,50 € 
620;CONSULTORIA;CLIENTE-0010;MADRID;BANCA; 120,00 € ;18/01/2021;NO;PROV-004;ZONA 1;EXTERNO; 30,00 € 
621;DESARROLLO;CLIENTE-0001;MADRID;METAL; 300,00 € ;19/05/2019;NO;PROV-004;ZONA 1;EXTERNO; 75,00 € 
622;PROYECTO;CLIENTE-0002;ALICANTE;CONSTRUCCION; 350,00 € ;28/10/2020;NO;PROV-004;ZONA 1;EXTERNO; 87,50 € 
623;EQUIPOS;CLIENTE-0003;MADRID;CONSTRUCCION; 300,00 € ;14/01/2021;SI;PROV-005;ZONA 2;INTERNO; 75,00 € 
624;PROGRAMA;CLIENTE-0004;MADRID;CONSTRUCCION; 120,00 € ;28/09/2020;SI;PROV-003;ZONA 2;INTERNO; 30,00 € 
625;FORMACION;CLIENTE-0005;BARCELONA;METAL; 150,00 € ;06/05/2019;SI;PROV-005;ZONA 2;INTERNO; 37,50 € 
626;CONSULTORIA;CLIENTE-0006;BARCELONA;BANCA; 1.200,00 € ;24/08/2020;SI;PROV-005;ZONA 2;INTERNO; 300,00 € 
627;DESARROLLO;CLIENTE-0007;BARCELONA;BANCA; 800,00 € ;08/01/2019;SI;PROV-003;ZONA 2;INTERNO; 200,00 € 
628;PROYECTO;CLIENTE-0008;ALICANTE;METAL; 750,00 € ;17/08/2020;SI;PROV-005;ZONA 2;INTERNO; 187,50 € 
629;EQUIPOS;CLIENTE-0009;ALICANTE;CONSTRUCCION; 4.500,00 € ;06/08/2019;SI;PROV-003;ZONA 2;INTERNO; 1.125,00 € 
630;PROGRAMA;CLIENTE-0010;MADRID;BANCA; 500,00 € ;20/02/2021;SI;PROV-005;ZONA 2;INTERNO; 125,00 € 
631;FORMACION;CLIENTE-0004;MADRID;CONSTRUCCION; 750,00 € ;12/09/2021;SI;PROV-005;ZONA 2;INTERNO; 187,50 € 
632;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 950,00 € ;23/01/2020;SI;PROV-003;ZONA 2;INTERNO; 237,50 € 
633;DESARROLLO;CLIENTE-0005;BARCELONA;METAL; 680,00 € ;11/01/2019;SI;PROV-001;ZONA 1;EXTERNO; 170,00 € 
634;PROYECTO;CLIENTE-0006;BARCELONA;BANCA; 120,00 € ;22/04/2019;SI;PROV-002;ZONA 1;EXTERNO; 30,00 € 
635;EQUIPOS;CLIENTE-0007;BARCELONA;BANCA; 150,00 € ;12/06/2021;SI;PROV-001;ZONA 1;EXTERNO; 37,50 € 
636;PROGRAMA;CLIENTE-0008;ALICANTE;METAL; 1.200,00 € ;09/02/2020;SI;PROV-005;ZONA 2;INTERNO; 300,00 € 
637;FORMACION;CLIENTE-0009;ALICANTE;CONSTRUCCION; 800,00 € ;11/11/2020;SI;PROV-005;ZONA 2;INTERNO; 200,00 € 
638;CONSULTORIA;CLIENTE-0010;MADRID;BANCA; 750,00 € ;23/06/2021;SI;PROV-003;ZONA 2;INTERNO; 300,00 € 
639;DESARROLLO;CLIENTE-0001;MADRID;METAL; 4.500,00 € ;14/02/2019;SI;PROV-005;ZONA 2;INTERNO; 1.800,00 € 
640;PROYECTO;CLIENTE-0010;MADRID;BANCA; 500,00 € ;24/02/2021;SI;PROV-003;ZONA 2;INTERNO; 200,00 € 
641;EQUIPOS;CLIENTE-0001;MADRID;METAL; 750,00 € ;25/08/2021;SI;PROV-005;ZONA 2;INTERNO; 300,00 € 
642;PROGRAMA;CLIENTE-0002;ALICANTE;CONSTRUCCION; 950,00 € ;18/04/2019;SI;PROV-005;ZONA 2;INTERNO; 380,00 € 
643;FORMACION;CLIENTE-0003;MADRID;CONSTRUCCION; 680,00 € ;31/01/2020;SI;PROV-003;ZONA 2;INTERNO; 272,00 € 
644;CONSULTORIA;CLIENTE-0004;MADRID;CONSTRUCCION; 950,00 € ;04/05/2021;NO;PROV-001;ZONA 1;EXTERNO; 380,00 € 
645;DESARROLLO;CLIENTE-0005;BARCELONA;METAL; 1.500,00 € ;25/07/2021;NO;PROV-002;ZONA 1;EXTERNO; 600,00 € 
646;PROYECTO;CLIENTE-0006;BARCELONA;BANCA; 5.000,00 € ;23/08/2021;NO;PROV-001;ZONA 1;EXTERNO; 2.000,00 € 
647;EQUIPOS;CLIENTE-0007;BARCELONA;BANCA; 6.500,00 € ;23/05/2019;NO;PROV-005;ZONA 2;INTERNO; 2.600,00 € 
648;CONSULTORIA;CLIENTE-0008;ALICANTE;METAL; 8.500,00 € ;07/12/2020;NO;PROV-003;ZONA 2;INTERNO; 3.400,00 € 
649;DESARROLLO;CLIENTE-0009;ALICANTE;CONSTRUCCION; 1.200,00 € ;03/01/2019;NO;PROV-005;ZONA 2;INTERNO; 480,00 € 
650;PROYECTO;CLIENTE-0010;MADRID;BANCA; 300,00 € ;24/06/2019;NO;PROV-005;ZONA 2;INTERNO; 120,00 € 
651;EQUIPOS;CLIENTE-0004;MADRID;CONSTRUCCION; 200,00 € ;31/05/2019;SI;PROV-003;ZONA 2;INTERNO; 80,00 € 
652;PROGRAMA;CLIENTE-0010;MADRID;BANCA; 150,00 € ;20/11/2019;SI;PROV-005;ZONA 2;INTERNO; 60,00 € 
653;FORMACION;CLIENTE-0001;MADRID;METAL; 120,00 € ;18/05/2021;SI;PROV-003;ZONA 2;INTERNO; 48,00 € 
654;CONSULTORIA;CLIENTE-0010;MADRID;BANCA; 300,00 € ;28/01/2021;SI;PROV-005;ZONA 2;INTERNO; 120,00 € 
655;DESARROLLO;CLIENTE-0001;MADRID;METAL; 350,00 € ;10/05/2020;SI;PROV-005;ZONA 2;INTERNO; 140,00 € 
656;PROYECTO;CLIENTE-0002;ALICANTE;CONSTRUCCION; 300,00 € ;26/04/2020;SI;PROV-003;ZONA 2;INTERNO; 120,00 € 
657;EQUIPOS;CLIENTE-0010;MADRID;BANCA; 120,00 € ;06/08/2020;SI;PROV-001;ZONA 1;EXTERNO; 48,00 € 
658;PROGRAMA;CLIENTE-0004;MADRID;CONSTRUCCION; 150,00 € ;31/12/2019;SI;PROV-002;ZONA 1;EXTERNO; 60,00 € 
659;FORMACION;CLIENTE-0005;BARCELONA;METAL; 8.500,00 € ;15/09/2019;SI;PROV-001;ZONA 1;EXTERNO; 3.400,00 € 
660;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 1.200,00 € ;26/01/2021;SI;PROV-004;ZONA 1;EXTERNO; 480,00 € 
661;DESARROLLO;CLIENTE-0006;BARCELONA;BANCA; 300,00 € ;05/01/2020;SI;PROV-004;ZONA 1;EXTERNO; 120,00 € 
662;PROYECTO;CLIENTE-0007;BARCELONA;BANCA; 200,00 € ;02/10/2020;SI;PROV-004;ZONA 1;EXTERNO; 80,00 € 
663;EQUIPOS;CLIENTE-0008;ALICANTE;METAL; 150,00 € ;25/08/2021;SI;PROV-004;ZONA 1;EXTERNO; 60,00 € 
664;PROGRAMA;CLIENTE-0009;ALICANTE;CONSTRUCCION; 120,00 € ;07/11/2020;SI;PROV-004;ZONA 1;EXTERNO; 48,00 € 
665;FORMACION;CLIENTE-0010;MADRID;BANCA; 300,00 € ;01/09/2020;SI;PROV-005;ZONA 2;INTERNO; 120,00 € 
666;CONSULTORIA;CLIENTE-0001;MADRID;METAL; 350,00 € ;02/03/2021;SI;PROV-003;ZONA 2;INTERNO; 140,00 € 
667;DESARROLLO;CLIENTE-0010;MADRID;BANCA; 8.500,00 € ;08/10/2020;SI;PROV-005;ZONA 2;INTERNO; 3.400,00 € 
668;EQUIPOS;CLIENTE-0001;MADRID;METAL; 1.200,00 € ;21/02/2019;SI;PROV-005;ZONA 2;INTERNO; 480,00 € 
669;PROGRAMA;CLIENTE-0002;ALICANTE;CONSTRUCCION; 300,00 € ;15/07/2019;SI;PROV-003;ZONA 2;INTERNO; 120,00 € 
670;EQUIPOS;CLIENTE-0003;MADRID;CONSTRUCCION; 200,00 € ;30/06/2019;SI;PROV-005;ZONA 2;INTERNO; 80,00 € 
671;PROGRAMA;CLIENTE-0004;MADRID;CONSTRUCCION; 150,00 € ;29/06/2021;NO;PROV-003;ZONA 2;INTERNO; 60,00 € 
672;FORMACION;CLIENTE-0005;BARCELONA;METAL; 120,00 € ;23/01/2021;NO;PROV-005;ZONA 2;INTERNO; 54,00 € 
673;CONSULTORIA;CLIENTE-0006;BARCELONA;BANCA; 300,00 € ;28/03/2020;NO;PROV-005;ZONA 2;INTERNO; 135,00 € 
674;DESARROLLO;CLIENTE-0007;BARCELONA;BANCA; 350,00 € ;26/05/2021;NO;PROV-003;ZONA 2;INTERNO; 157,50 € 
675;PROYECTO;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;14/12/2019;NO;PROV-001;ZONA 1;EXTERNO; 135,00 € 
676;EQUIPOS;CLIENTE-0009;ALICANTE;CONSTRUCCION; 120,00 € ;19/01/2021;NO;PROV-002;ZONA 1;EXTERNO; 54,00 € 
677;CONSULTORIA;CLIENTE-0010;MADRID;BANCA; 150,00 € ;04/10/2019;NO;PROV-001;ZONA 1;EXTERNO; 67,50 € 
678;DESARROLLO;CLIENTE-0004;MADRID;CONSTRUCCION; 1.200,00 € ;03/01/2019;SI;PROV-005;ZONA 2;INTERNO; 540,00 € 
679;PROYECTO;CLIENTE-0005;BARCELONA;METAL; 800,00 € ;24/08/2020;SI;PROV-003;ZONA 2;INTERNO; 360,00 € 
680;EQUIPOS;CLIENTE-0006;BARCELONA;BANCA; 750,00 € ;30/06/2019;SI;PROV-005;ZONA 2;INTERNO; 337,50 € 
681;PROGRAMA;CLIENTE-0007;BARCELONA;BANCA; 4.500,00 € ;27/11/2019;SI;PROV-005;ZONA 2;INTERNO; 2.025,00 € 
682;FORMACION;CLIENTE-0003;MADRID;CONSTRUCCION; 500,00 € ;05/09/2020;SI;PROV-003;ZONA 2;INTERNO; 225,00 € 
683;CONSULTORIA;CLIENTE-0004;MADRID;CONSTRUCCION; 750,00 € ;01/10/2021;SI;PROV-005;ZONA 2;INTERNO; 337,50 € 
684;DESARROLLO;CLIENTE-0005;BARCELONA;METAL; 950,00 € ;02/04/2020;SI;PROV-003;ZONA 2;INTERNO; 427,50 € 
685;PROYECTO;CLIENTE-0005;BARCELONA;METAL; 680,00 € ;29/03/2019;SI;PROV-005;ZONA 2;INTERNO; 306,00 € 
686;EQUIPOS;CLIENTE-0006;BARCELONA;BANCA; 950,00 € ;14/07/2019;SI;PROV-005;ZONA 2;INTERNO; 427,50 € 
687;PROGRAMA;CLIENTE-0007;BARCELONA;BANCA; 1.500,00 € ;13/09/2020;SI;PROV-003;ZONA 2;INTERNO; 675,00 € 
688;FORMACION;CLIENTE-0008;ALICANTE;METAL; 5.000,00 € ;26/04/2021;SI;PROV-001;ZONA 1;EXTERNO; 2.250,00 € 
689;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUCCION; 6.500,00 € ;30/04/2019;SI;PROV-002;ZONA 1;EXTERNO; 2.925,00 € 
690;DESARROLLO;CLIENTE-0010;MADRID;BANCA; 8.500,00 € ;20/03/2020;SI;PROV-001;ZONA 1;EXTERNO; 3.825,00 € 
691;PROYECTO;CLIENTE-0001;MADRID;METAL; 1.200,00 € ;07/10/2021;SI;PROV-004;ZONA 1;EXTERNO; 540,00 € 
692;EQUIPOS;CLIENTE-0010;MADRID;BANCA; 300,00 € ;20/01/2019;SI;PROV-004;ZONA 1;EXTERNO; 135,00 € 
693;PROGRAMA;CLIENTE-0001;MADRID;METAL; 200,00 € ;27/04/2019;SI;PROV-004;ZONA 1;EXTERNO; 90,00 € 
694;FORMACION;CLIENTE-0002;ALICANTE;CONSTRUCCION; 150,00 € ;21/09/2021;SI;PROV-004;ZONA 1;EXTERNO; 67,50 € 
695;CONSULTORIA;CLIENTE-0003;MADRID;CONSTRUCCION; 120,00 € ;12/06/2021;SI;PROV-004;ZONA 1;EXTERNO; 54,00 € 
696;DESARROLLO;CLIENTE-0004;MADRID;CONSTRUCCION; 300,00 € ;21/12/2019;SI;PROV-005;ZONA 2;INTERNO; 135,00 € 
697;PROYECTO;CLIENTE-0005;BARCELONA;METAL; 350,00 € ;18/11/2021;SI;PROV-003;ZONA 2;INTERNO; 105,00 € 
698;EQUIPOS;CLIENTE-0006;BARCELONA;BANCA; 300,00 € ;21/07/2021;SI;PROV-005;ZONA 2;INTERNO; 90,00 € 
699;PROGRAMA;CLIENTE-0007;BARCELONA;BANCA; 120,00 € ;13/05/2020;NO;PROV-005;ZONA 2;INTERNO; 36,00 € 
700;FORMACION;CLIENTE-0008;ALICANTE;METAL; 150,00 € ;04/01/2019;NO;PROV-003;ZONA 2;INTERNO; 45,00 € 
701;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUCCION; 8.500,00 € ;13/05/2021;NO;PROV-005;ZONA 2;INTERNO; 2.550,00 € 
702;DESARROLLO;CLIENTE-0010;MADRID;BANCA; 1.200,00 € ;13/07/2020;NO;PROV-003;ZONA 2;INTERNO; 360,00 € 
703;PROYECTO;CLIENTE-0004;MADRID;CONSTRUCCION; 300,00 € ;17/07/2020;NO;PROV-005;ZONA 2;INTERNO; 90,00 € 
704;EQUIPOS;CLIENTE-0005;BARCELONA;METAL; 200,00 € ;15/12/2020;NO;PROV-005;ZONA 2;INTERNO; 60,00 € 
705;PROGRAMA;CLIENTE-0005;BARCELONA;METAL; 150,00 € ;28/03/2021;NO;PROV-003;ZONA 2;INTERNO; 45,00 € 
